concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason
3024629,Glucose [Mass/volume] in Urine by Test strip,Measurement,LOINC,Lab Test,S,5792-7,1970-01-01,2099-12-31,
3024731,MCV [Entitic volume],Measurement,LOINC,Lab Test,S,30428-7,1970-01-01,2099-12-31,
3024929,Platelets [#/volume] in Blood by Automated count,Measurement,LOINC,Lab Test,S,777-3,1970-01-01,2099-12-31,
3025315,Body weight,Measurement,LOINC,Clinical Observation,S,29463-7,1970-01-01,2099-12-31,
3026361,Erythrocytes [#/volume] in Blood,Measurement,LOINC,Lab Test,S,26453-1,1970-01-01,2099-12-31,
3027114,Cholesterol [Mass/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,2093-3,1970-01-01,2099-12-31,
3027162,Color of Urine,Measurement,LOINC,Lab Test,S,5778-6,1970-01-01,2099-12-31,
3027231,Wheat IgE Ab [Units/volume] in Serum,Measurement,LOINC,Lab Test,S,6276-0,1970-01-01,2099-12-31,
3027970,Globulin [Mass/volume] in Serum by calculation,Measurement,LOINC,Lab Test,S,10834-0,1970-01-01,2099-12-31,
3028833,Bilirubin.total [Mass/volume] in Blood,Measurement,LOINC,Lab Test,S,42719-5,2005-10-18,2099-12-31,
3030315,Polyp size greatest dimension,Measurement,LOINC,Lab Test,S,33756-8,1970-01-01,2099-12-31,
3031569,Natriuretic peptide B [Mass/volume] in Blood,Measurement,LOINC,Lab Test,S,42637-9,2005-10-11,2099-12-31,
3032503,Calcium [Mass/volume] in Blood,Measurement,LOINC,Lab Test,S,49765-1,2007-08-10,2099-12-31,
3035350,Ketones [Presence] in Urine by Test strip,Measurement,LOINC,Lab Test,S,2514-8,1970-01-01,2099-12-31,
3035995,Alkaline phosphatase [Enzymatic activity/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,6768-6,1996-08-15,2099-12-31,
3036277,Body height,Measurement,LOINC,Clinical Observation,S,8302-2,1996-09-06,2099-12-31,
3036780,American house dust mite IgE Ab [Units/volume] in Serum,Measurement,LOINC,Lab Test,S,6095-4,1970-01-01,2099-12-31,
3038553,Body mass index (BMI) [Ratio],Measurement,LOINC,Clinical Observation,S,39156-5,1970-01-01,2099-12-31,
3043111,Platelet mean volume [Entitic volume] in Blood by Automated count,Measurement,LOINC,Lab Test,S,32623-1,1970-01-01,2099-12-31,
3045716,Anion gap in Serum or Plasma,Measurement,LOINC,Lab Test,S,33037-3,2002-11-06,2099-12-31,
3049273,DXA Radius and Ulna [T-score] Bone density,Measurement,LOINC,Clinical Observation,S,38265-5,1970-01-01,2099-12-31,
3051031,History of Hospitalizations+Outpatient visits Narrative,Observation,LOINC,Clinical Observation,S,46240-8,1970-01-01,2099-12-31,
3051673,US Guidance for biopsy of Prostate,Procedure,LOINC,Clinical Observation,S,46288-7,2006-07-28,2099-12-31,
3051825,Creatinine [Mass/volume] in Blood,Measurement,LOINC,Lab Test,S,38483-4,2004-10-20,2099-12-31,
4001336,Concussion injury of brain,Condition,SNOMED,Disorder,S,110030002,2002-01-31,2099-12-31,
4010253,Nasal sinus endoscopy,Procedure,SNOMED,Procedure,S,112790001,2002-01-31,2099-12-31,
4014117,Gonorrhea infection titer test,Measurement,SNOMED,Procedure,S,165829005,2002-01-31,2099-12-31,
4015052,"Hemogram, automated, with RBC, WBC, Hgb, Hct, Indices, Platelet count, and manual WBC differential",Measurement,SNOMED,Procedure,S,104091002,2002-01-31,2099-12-31,
4015590,Counseling for termination of pregnancy,Procedure,SNOMED,Procedure,S,10383002,2002-01-31,2099-12-31,
4015701,Cesarean section,Procedure,SNOMED,Procedure,S,11466000,2002-01-31,2099-12-31,
4018595,Measurement of Varicella-zoster virus antibody,Measurement,SNOMED,Procedure,S,104326007,2002-01-31,2099-12-31,
4018603,"Hepatitis C antibody, confirmatory test",Measurement,SNOMED,Procedure,S,104375008,2002-01-31,2099-12-31,
4021192,Suicide risk assessment,Procedure,SNOMED,Procedure,S,225337009,2002-01-31,2099-12-31,
4021336,At increased risk for suicide,Observation,SNOMED,Clinical Finding,S,225444004,2002-01-31,2099-12-31,
4024289,Radiography of ankle,Procedure,SNOMED,Procedure,,19490002,2002-01-31,2024-04-01,U
4024509,Urine culture,Measurement,SNOMED,Procedure,S,117010004,2002-01-31,2099-12-31,
4024958,Throat culture,Measurement,SNOMED,Procedure,S,117015009,2002-01-31,2099-12-31,
4029498,Seizure disorder,Condition,SNOMED,Disorder,S,128613002,2002-01-31,2099-12-31,
4035415,Tear of meniscus of knee,Condition,SNOMED,Disorder,S,239720000,2002-01-31,2099-12-31,
4035793,Pulmonary rehabilitation,Procedure,SNOMED,Procedure,S,15081005,2002-01-31,2099-12-31,
4037675,Brief general examination,Procedure,SNOMED,Procedure,S,162676008,2002-01-31,2099-12-31,
4038238,Suspected lung cancer,Observation,SNOMED,Context-dependent,S,162573006,2002-01-31,2099-12-31,
4041881,Urine protein test,Measurement,SNOMED,Procedure,,167271000,2002-01-31,2020-07-31,U
4043071,Cognitive and behavioral therapy,Procedure,SNOMED,Procedure,S,228557008,2002-01-31,2099-12-31,
4043241,Familial Alzheimer's disease of early onset,Condition,SNOMED,Disorder,S,230265002,2002-01-31,2099-12-31,
4047491,Radiography of humerus,Procedure,SNOMED,Procedure,,1225002,2002-01-31,2024-04-01,U
4048169,Allergy to dust mite protein,Observation,SNOMED,Clinical Finding,,232350006,2002-01-31,2099-12-31,
4048171,Perennial allergic rhinitis with seasonal variation,Condition,SNOMED,Disorder,S,232353008,2002-01-31,2099-12-31,
4048695,Fracture of vertebral column without spinal cord injury,Condition,SNOMED,Disorder,S,15724005,2002-01-31,2099-12-31,
4051466,Childhood asthma,Condition,SNOMED,Disorder,S,233678006,2002-01-31,2099-12-31,
4052083,Measurement of respiratory function,Measurement,SNOMED,Procedure,,23426006,2002-01-31,2099-12-31,
4055754,Impacted molars,Condition,SNOMED,Disorder,S,196416002,2002-01-31,2099-12-31,
4055982,Sputum microscopy,Measurement,SNOMED,Procedure,S,167995008,2002-01-31,2099-12-31,
4056621,Recurrent urinary tract infection,Condition,SNOMED,Disorder,S,197927001,2002-01-31,2099-12-31,
4057420,Catheter ablation of tissue of heart,Procedure,SNOMED,Procedure,S,18286008,2002-01-31,2099-12-31,
4058899,Plain X-ray of clavicle,Procedure,SNOMED,Procedure,S,168594001,2002-01-31,2099-12-31,
4059173,Fracture of ankle,Condition,SNOMED,Disorder,S,16114001,2002-01-31,2099-12-31,
4059978,Implantation of subcutaneous contraceptive,Procedure,SNOMED,Procedure,S,169553002,2002-01-31,2099-12-31,
4060266,Antenatal RhD antibody screening,Measurement,SNOMED,Procedure,S,169673001,2002-01-31,2099-12-31,
4060626,Ultrasound scan for fetal viability,Procedure,SNOMED,Procedure,S,169230002,2002-01-31,2099-12-31,
4060985,Body mass index 30+ - obesity,Observation,SNOMED,Clinical Finding,S,162864005,2002-01-31,2099-12-31,
4061811,Rubella screening,Procedure,SNOMED,Procedure,,169690007,2002-01-31,2019-07-31,U
4062501,Asthma screening,Measurement,SNOMED,Procedure,S,171231001,2002-01-31,2099-12-31,
4064377,Depression screening,Measurement,SNOMED,Procedure,S,171207006,2002-01-31,2099-12-31,
4068785,Diagnostic fiberoptic bronchoscopy,Procedure,SNOMED,Procedure,,173160006,2002-01-31,2022-03-31,U
4073422,Spontaneous breech delivery,Procedure,SNOMED,Procedure,S,177157003,2002-01-31,2099-12-31,
4075363,Auscultation of the fetal heart,Procedure,SNOMED,Procedure,S,225158009,2002-01-31,2099-12-31,
4078199,Epidural anesthesia,Procedure,SNOMED,Procedure,S,18946005,2002-01-31,2099-12-31,
4078285,Alpha-fetoprotein test - antenatal,Measurement,SNOMED,Procedure,S,275833003,2002-01-31,2099-12-31,
4078393,Miscarriage in first trimester,Condition,SNOMED,Disorder,S,19169002,2002-01-31,2099-12-31,
4078793,Direct current cardioversion,Procedure,SNOMED,Procedure,S,180325003,2002-01-31,2099-12-31,
4079749,Osteoarthritis of hip,Condition,SNOMED,Disorder,S,239872002,2002-01-31,2099-12-31,
4079750,Osteoarthritis of knee,Condition,SNOMED,Disorder,S,239873007,2002-01-31,2099-12-31,
4084167,Acute allergic reaction,Condition,SNOMED,Disorder,S,241929008,2002-01-31,2099-12-31,
4091461,Standard pregnancy test,Measurement,SNOMED,Procedure,S,252160004,2002-01-31,2099-12-31,
4094814,Bullet wound,Condition,SNOMED,Disorder,S,262574004,2002-01-31,2099-12-31,
4102123,Allergy to latex,Observation,SNOMED,Clinical Finding,,300916003,2002-01-31,2021-01-31,D
4102154,"Skin test for tuberculosis, Tine test",Measurement,SNOMED,Procedure,S,28163009,2002-01-31,2099-12-31,
4107731,Subcutaneous immunotherapy,Procedure,SNOMED,Procedure,S,180256009,2002-01-31,2099-12-31,
4108705,Intravenous blood transfusion of packed cells,Procedure,SNOMED,Procedure,S,180207008,2002-01-31,2099-12-31,
4109685,Laceration of foot,Condition,SNOMED,Disorder,S,284551006,2002-01-31,2099-12-31,
4110591,Small cell carcinoma of lung,Condition,SNOMED,Disorder,S,254632001,2002-01-31,2099-12-31,
4111608,Normal fetal growth,Observation,SNOMED,Clinical Finding,S,181833004,2002-01-31,2099-12-31,
4112343,Acute viral pharyngitis,Condition,SNOMED,Disorder,S,195662009,2002-01-31,2099-12-31,
4113008,Laceration of hand,Condition,SNOMED,Disorder,S,284549007,2002-01-31,2099-12-31,
4115276,Non-small cell lung cancer,Condition,SNOMED,Disorder,S,254637007,2002-01-31,2099-12-31,
4116491,Urinary tract infection caused by Escherichia coli,Condition,SNOMED,Disorder,S,301011002,2002-01-31,2099-12-31,
4117038,Ligation of bilateral fallopian tubes,Procedure,SNOMED,Procedure,S,287664005,2002-01-31,2099-12-31,
4120314,Hypertriglyceridemia,Condition,SNOMED,Disorder,S,302870006,2002-01-31,2099-12-31,
4125906,Suture open wound,Procedure,SNOMED,Procedure,S,288086009,2002-01-31,2099-12-31,
4127235,Methotrexate injection into tubal pregnancy,Procedure,SNOMED,Procedure,S,236931002,2002-01-31,2099-12-31,
4127260,Augmentation of labor,Procedure,SNOMED,Procedure,S,237001001,2002-01-31,2099-12-31,
4128031,Instrumental delivery,Procedure,SNOMED,Procedure,S,236974004,2002-01-31,2099-12-31,
4129902,Neoplasm of prostate,Condition,SNOMED,Disorder,S,126906006,2002-01-31,2099-12-31,
4132546,Traumatic brain injury,Condition,SNOMED,Disorder,S,127295002,2002-01-31,2099-12-31,
4133840,Spirometry,Measurement,SNOMED,Procedure,S,127783003,2002-01-31,2099-12-31,
4134304,Fracture subluxation of wrist,Condition,SNOMED,Disorder,S,263102004,2002-01-31,2099-12-31,
4134565,Hearing examination,Procedure,SNOMED,Procedure,S,398171003,2003-07-31,2099-12-31,
4136494,HIV antigen test,Measurement,SNOMED,Procedure,S,31676001,2002-01-31,2099-12-31,
4139681,Allergy to dairy food,Observation,SNOMED,Clinical Finding,,425525006,2007-07-31,2021-01-31,D
4142905,Fracture of rib,Condition,SNOMED,Disorder,S,33737001,2002-01-31,2099-12-31,
4145310,Pelvis X-ray,Procedure,SNOMED,Procedure,,268425006,2002-01-31,2024-04-01,U
4146173,Injury of tendon of the rotator cuff of shoulder,Condition,SNOMED,Disorder,S,307731004,2002-01-31,2099-12-31,
4146536,Renal dialysis,Procedure,SNOMED,Procedure,S,265764009,2002-01-31,2099-12-31,
4149245,Rupture of patellar tendon,Condition,SNOMED,Disorder,S,30832001,2002-01-31,2099-12-31,
4149386,Urine screening for glucose,Measurement,SNOMED,Procedure,S,268556000,2002-01-31,2099-12-31,
4149631,Chlamydia antigen test,Measurement,SNOMED,Procedure,S,310861008,2002-01-31,2099-12-31,
4150653,Fetal anatomy study,Procedure,SNOMED,Procedure,S,271442007,2002-01-31,2099-12-31,
4150970,Medical induction of labor,Procedure,SNOMED,Procedure,S,31208007,2002-01-31,2099-12-31,
4151408,Syphilis infectious titer test,Measurement,SNOMED,Procedure,S,269828009,2002-01-31,2099-12-31,
4151422,Sputum examination,Measurement,SNOMED,Procedure,S,269911007,2002-01-31,2099-12-31,
4152280,Major depressive disorder,Condition,SNOMED,Disorder,S,370143000,2002-07-31,2099-12-31,
4152936,Laceration of thigh,Condition,SNOMED,Disorder,S,283385000,2002-01-31,2099-12-31,
4155034,Laceration of forearm,Condition,SNOMED,Disorder,S,283371005,2002-01-31,2099-12-31,
4156265,Facial laceration,Condition,SNOMED,Disorder,S,370247008,2002-07-31,2099-12-31,
4163708,"Administration of diphtheria, pertussis, and tetanus vaccine",Procedure,SNOMED,Procedure,,399014008,2003-07-31,2099-12-31,
4163872,Plain X-ray of chest,Procedure,SNOMED,Procedure,S,399208008,2003-07-31,2099-12-31,
4163874,History of myocardial infarction,Observation,SNOMED,Context-dependent,,399211009,2003-07-31,2099-12-31,
4163951,Electrocardiographic procedure,Procedure,SNOMED,Procedure,S,29303009,2002-01-31,2099-12-31,
4163971,Laparoscopic cholecystectomy,Procedure,SNOMED,Procedure,S,45595009,2002-01-31,2099-12-31,
4166224,Rupture of appendix,Condition,SNOMED,Disorder,S,47693006,2002-01-31,2099-12-31,
4166761,Rectal polypectomy,Procedure,SNOMED,Procedure,S,274031008,2002-01-31,2099-12-31,
4168004,Burn injury,Observation,SNOMED,Morph Abnormality,S,48333001,2002-01-31,2099-12-31,
4168236,Evaluation of uterine fundal height,Procedure,SNOMED,Procedure,S,274804006,2002-01-31,2099-12-31,
4168615,Hepatitis B surface antigen measurement,Measurement,SNOMED,Procedure,S,47758006,2002-01-31,2099-12-31,
4169137,Allergy to wheat,Observation,SNOMED,Clinical Finding,,420174000,2006-01-31,2099-12-31,
4170947,Bone immobilization,Procedure,SNOMED,Procedure,S,274474001,2002-01-31,2099-12-31,
4174876,Allergy to bee venom,Observation,SNOMED,Clinical Finding,,424213003,2007-01-31,2099-12-31,
4180790,Malignant tumor of colon,Condition,SNOMED,Disorder,S,363406005,2002-01-31,2099-12-31,
4181781,Partial resection of colon,Procedure,SNOMED,Procedure,S,43075005,2002-01-31,2099-12-31,
4181917,Electroencephalogram,Procedure,SNOMED,Procedure,S,54550000,2002-01-31,2099-12-31,
4186930,Replacement of intrauterine contraceptive device,Procedure,SNOMED,Procedure,S,46706006,2002-01-31,2099-12-31,
4187458,Review of systems,Procedure,SNOMED,Procedure,S,415300000,2005-01-31,2099-12-31,
4191851,Urine screening test for diabetes,Measurement,SNOMED,Procedure,S,395123002,2003-01-31,2099-12-31,
4191853,Allergy screening test,Measurement,SNOMED,Procedure,S,395142003,2003-01-31,2099-12-31,
4195803,Bone density scan,Procedure,SNOMED,Procedure,S,312681000,2002-01-31,2099-12-31,
4196262,Metastasis from malignant tumor of prostate,Condition,SNOMED,Disorder,,314994000,2002-01-31,2023-03-31,U
4197460,Injection of epinephrine,Procedure,SNOMED,Procedure,,313191000,2002-01-31,2099-12-31,
4198190,Appendectomy,Procedure,SNOMED,Procedure,S,80146002,2002-01-31,2099-12-31,
4199276,Removal of subcutaneous contraceptive,Procedure,SNOMED,Procedure,S,301807007,2002-01-31,2099-12-31,
4199458,Passive immunization,Procedure,SNOMED,Procedure,S,51116004,2002-01-31,2099-12-31,
4202451,Fluoroscopy guided percutaneous mechanical thrombectomy of portal vein with contrast,Procedure,SNOMED,Procedure,S,433112001,2008-07-31,2099-12-31,
4202832,Intubation,Procedure,SNOMED,Procedure,S,52765003,2002-01-31,2099-12-31,
4203771,Total replacement of hip,Procedure,SNOMED,Procedure,S,52734007,2002-01-31,2099-12-31,
4208104,Drug overdose,Condition,SNOMED,Disorder,,55680006,2002-01-31,2021-07-31,D
4214376,Hyperglycemia,Condition,SNOMED,Disorder,S,80394007,2002-01-31,2099-12-31,
4216130,Percutaneous coronary intervention,Procedure,SNOMED,Procedure,S,415070008,2005-01-31,2099-12-31,
4217975,Normal pregnancy,Condition,SNOMED,Clinical Finding,S,72892002,2002-01-31,2099-12-31,
4218106,Alcoholism,Condition,SNOMED,Disorder,S,7200002,2002-01-31,2099-12-31,
4218389,Whiplash injury to neck,Condition,SNOMED,Disorder,S,39848009,2002-01-31,2099-12-31,
4219399,Allergy to fish,Observation,SNOMED,Clinical Finding,,417532002,2005-07-31,2099-12-31,
4226121,Retinopathy due to type 2 diabetes mellitus,Condition,SNOMED,Disorder,S,422034002,2006-07-31,2099-12-31,
4229440,Chronic congestive heart failure,Condition,SNOMED,Disorder,S,88805009,2002-01-31,2099-12-31,
4230399,Closed fracture of hip,Condition,SNOMED,Disorder,S,359817006,2002-01-31,2099-12-31,
4234541,"Cytopathology procedure, preparation of smear, genital source",Procedure,SNOMED,Procedure,S,90226004,2002-01-31,2099-12-31,
4235738,Prostatectomy,Procedure,SNOMED,Procedure,S,90470006,2002-01-31,2099-12-31,
4237458,Fracture of clavicle,Condition,SNOMED,Disorder,S,58150001,2002-01-31,2099-12-31,
4238715,Removal of intrauterine device,Procedure,SNOMED,Procedure,,68254000,2002-01-31,2023-01-31,D
4240305,Thoracentesis,Procedure,SNOMED,Procedure,S,91602002,2002-01-31,2099-12-31,
4240345,Physical examination,Procedure,SNOMED,Procedure,S,5880005,2002-01-31,2099-12-31,
4240902,Allergy to peanut,Observation,SNOMED,Clinical Finding,,91935009,2002-01-31,2099-12-31,
4242997,Cholecystectomy,Procedure,SNOMED,Procedure,S,38102005,2002-01-31,2099-12-31,
4243062,Radiography of wrist,Procedure,SNOMED,Procedure,,60027007,2002-01-31,2024-04-01,U
4245614,Bleeding from anus,Condition,SNOMED,Disorder,S,6072007,2002-01-31,2099-12-31,
4249893,Colonoscopy,Procedure,SNOMED,Procedure,S,73761001,2002-01-31,2099-12-31,
4252419,Radiologic examination of knee,Procedure,SNOMED,Procedure,,74016001,2002-01-31,2024-04-01,U
4254766,Digital examination of rectum,Procedure,SNOMED,Procedure,S,410006001,2004-07-31,2099-12-31,
4256640,Body mass index 40+ - severely obese,Observation,SNOMED,Clinical Finding,S,408512008,2004-01-31,2099-12-31,
4258677,Blood group typing,Measurement,SNOMED,Procedure,S,44608003,2002-01-31,2099-12-31,
4262136,Blighted ovum,Condition,SNOMED,Disorder,S,35999006,2002-01-31,2099-12-31,
4275113,Insertion of intrauterine contraceptive device,Procedure,SNOMED,Procedure,S,65200003,2002-01-31,2099-12-31,
4276519,Extraction of wisdom tooth,Procedure,SNOMED,Procedure,S,65546002,2002-01-31,2099-12-31,
4278515,Biopsy of prostate,Procedure,SNOMED,Procedure,S,65575008,2002-01-31,2099-12-31,
4278672,Fracture of forearm,Condition,SNOMED,Disorder,S,65966004,2002-01-31,2099-12-31,
4280726,Seasonal allergic rhinitis,Condition,SNOMED,Disorder,S,367498001,2002-01-31,2099-12-31,
4283893,Sinusitis,Condition,SNOMED,Disorder,S,36971009,2002-01-31,2099-12-31,
4285898,Polyp of colon,Condition,SNOMED,Disorder,S,68496003,2002-01-31,2099-12-31,
4293740,Injection of tetanus antitoxin,Procedure,SNOMED,Procedure,S,384700001,2003-01-31,2099-12-31,
4294513,Biopsy of colon,Procedure,SNOMED,Procedure,S,76164006,2002-01-31,2099-12-31,
4294548,Acute bacterial sinusitis,Condition,SNOMED,Disorder,S,75498004,2002-01-31,2099-12-31,
4295880,Intramuscular injection,Procedure,SNOMED,Procedure,S,76601001,2002-01-31,2099-12-31,
4296204,Epidermal burn of skin,Condition,SNOMED,Disorder,S,403190006,2003-07-31,2099-12-31,
4296205,Partial thickness burn,Condition,SNOMED,Disorder,S,403191005,2003-07-31,2099-12-31,
4299128,Full thickness burn,Condition,SNOMED,Disorder,S,403192003,2003-07-31,2099-12-31,
4301346,Surgical manipulation of shoulder joint,Procedure,SNOMED,Procedure,S,387685009,2003-01-31,2099-12-31,
4301557,Mental health screening,Measurement,SNOMED,Procedure,S,385892002,2003-01-31,2099-12-31,
4302207,Allergy to grass pollen,Observation,SNOMED,Clinical Finding,,418689008,2006-01-31,2099-12-31,
4302356,CT of chest and abdomen,Procedure,SNOMED,Procedure,S,418891003,2006-01-31,2099-12-31,
4304110,Allergy to mold,Observation,SNOMED,Clinical Finding,,419474003,2006-01-31,2099-12-31,
4304821,Streptococcus pneumoniae group B antigen assay,Measurement,SNOMED,Procedure,S,118001005,2002-01-31,2099-12-31,
4306014,Allergy to tree pollen,Observation,SNOMED,Clinical Finding,,419263009,2006-01-31,2099-12-31,
4310703,"Non-small cell carcinoma of lung, TNM stage 1",Condition,SNOMED,Disorder,S,424132000,2007-01-31,2099-12-31,
4311629,Impaired glucose tolerance,Condition,SNOMED,Disorder,S,9414007,2002-01-31,2099-12-31,
4311671,Episiotomy,Procedure,SNOMED,Procedure,S,85548006,2002-01-31,2099-12-31,
4323208,History of appendectomy,Observation,SNOMED,Context-dependent,,428251008,2008-01-31,2099-12-31,
4323902,Lung volume reduction surgery,Procedure,SNOMED,Procedure,S,429609002,2008-01-31,2099-12-31,
4324181,History of cardiac arrest,Observation,SNOMED,Context-dependent,,429007001,2008-01-31,2099-12-31,
4326177,Medication reconciliation,Procedure,SNOMED,Procedure,S,430193006,2008-07-31,2099-12-31,
4329847,Myocardial infarction,Condition,SNOMED,Disorder,S,22298006,2002-01-31,2099-12-31,
4330583,Vasectomy,Procedure,SNOMED,Procedure,S,22523008,2002-01-31,2099-12-31,
4331248,Fine needle aspiration biopsy of lung,Procedure,SNOMED,Procedure,S,432231006,2008-07-31,2099-12-31,
4336464,Coronary artery bypass graft,Procedure,SNOMED,Procedure,S,232717009,2002-01-31,2099-12-31,
4341247,Protracted diarrhea,Condition,SNOMED,Clinical Finding,S,236077008,2002-01-31,2099-12-31,
19003953,rocuronium,Drug,RxNorm,Ingredient,S,68139,1970-01-01,2099-12-31,
19006318,penicillin G 375 MG/ML Injectable Solution,Drug,RxNorm,Clinical Drug,S,105078,1970-01-01,2099-12-31,
19007333,methotrexate 10 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,105586,1970-01-01,2099-12-31,
19008572,hydrocortisone 10 MG/ML Topical Cream,Drug,RxNorm,Clinical Drug,S,106258,1970-01-01,2099-12-31,
19009384,"insulin isophane, human 70 UNT/ML / insulin, regular, human 30 UNT/ML Injectable Suspension [Humulin]",Drug,RxNorm,Branded Drug,S,106892,1970-01-01,2099-12-31,
19010482,cyclosporine,Drug,RxNorm,Ingredient,S,3008,1970-01-01,2099-12-31,
19016749,remifentanil,Drug,RxNorm,Ingredient,S,73032,1970-01-01,2099-12-31,
19018935,digoxin 0.125 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,197604,1970-01-01,2099-12-31,
19019273,naproxen 500 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,198014,1970-01-01,2099-12-31,
19019308,24 HR nicotine 0.292 MG/HR Transdermal System,Drug,RxNorm,Quant Clinical Drug,S,198031,1970-01-01,2099-12-31,
19019979,ibuprofen 100 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,198405,1970-01-01,2099-12-31,
19023398,sevoflurane 1000 MG/ML Inhalation Solution,Drug,RxNorm,Clinical Drug,S,200243,1970-01-01,2099-12-31,
19039298,sevoflurane,Drug,RxNorm,Ingredient,S,36453,1970-01-01,2099-12-31,
19054876,dienogest,Drug,RxNorm,Ingredient,S,22968,1970-01-01,2099-12-31,
19059056,aspirin 81 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,243670,1970-01-01,2099-12-31,
19073183,amoxicillin 250 MG Oral Capsule,Drug,RxNorm,Clinical Drug,S,308182,1970-01-01,2099-12-31,
19073188,amoxicillin 500 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,308192,1970-01-01,2099-12-31,
19074679,carbamazepine 20 MG/ML Oral Suspension [Tegretol],Drug,RxNorm,Branded Drug,S,308971,1970-01-01,2099-12-31,
19074841,12 HR cefaclor 500 MG Extended Release Oral Tablet,Drug,RxNorm,Quant Clinical Drug,S,309043,1970-01-01,2099-12-31,
19074843,cefaclor 250 MG Oral Capsule,Drug,RxNorm,Clinical Drug,S,309045,1970-01-01,2099-12-31,
19075001,cefuroxime 250 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,309097,1970-01-01,2099-12-31,
19075601,clopidogrel 75 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,309362,1970-01-01,2099-12-31,
19077344,ferrous sulfate 325 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,310325,1970-01-01,2099-12-31,
19077572,galantamine 4 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,310436,1970-01-01,2099-12-31,
19078219,sufentanil,Drug,RxNorm,Ingredient,S,56795,1970-01-01,2099-12-31,
19078461,ibuprofen 200 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,310965,1970-01-01,2099-12-31,
19078924,midazolam 1 MG/ML Injectable Solution,Drug,RxNorm,Clinical Drug,S,311700,1970-01-01,2099-12-31,
19079524,sodium chloride 9 MG/ML Injectable Solution,Drug,RxNorm,Clinical Drug,S,313002,1970-01-01,2099-12-31,
19081453,hydrochlorothiazide 25 MG,Drug,RxNorm,Clinical Drug Comp,S,316049,1970-01-01,2099-12-31,
19081456,hydrochlorothiazide 6.25 MG,Drug,RxNorm,Clinical Drug Comp,S,316052,1970-01-01,2099-12-31,
19083100,sertraline 100 MG,Drug,RxNorm,Clinical Drug Comp,S,328670,1970-01-01,2099-12-31,
19103068,fluoxetine 25 MG,Drug,RxNorm,Clinical Drug Comp,S,406022,1970-01-01,2099-12-31,
19112599,chlorpheniramine maleate 2 MG/ML Oral Solution,Drug,RxNorm,Clinical Drug,S,477045,1970-01-01,2099-12-31,
19115351,diazepam 5 MG [Valium],Drug,RxNorm,Branded Drug Comp,S,563026,2005-09-11,2099-12-31,
19123231,atomoxetine 100 MG Oral Capsule,Drug,RxNorm,Clinical Drug,S,608139,2006-02-26,2099-12-31,
19125062,loratadine 5 MG Chewable Tablet,Drug,RxNorm,Clinical Drug,S,665078,2006-12-17,2099-12-31,
19126352,nitroglycerin 0.4 MG/ACTUAT Mucosal Spray,Drug,RxNorm,Clinical Drug,S,705129,2007-05-27,2099-12-31,
19127890,inert ingredients,Drug,RxNorm,Ingredient,S,748794,2007-12-30,2099-12-31,
19127904,{24 (drospirenone 3 MG / ethinyl estradiol 0.02 MG Oral Tablet) / 4 (inert ingredients 1 MG Oral Tablet) } Pack [Yaz 28 Day],Drug,RxNorm,Branded Pack,S,748856,2007-12-30,2099-12-31,
19127918,{21 (ethinyl estradiol 0.03 MG / levonorgestrel 0.15 MG Oral Tablet) / 7 (inert ingredients 1 MG Oral Tablet) } Pack [Levora 0.15/30 28 Day],Drug,RxNorm,Branded Pack,S,748879,2007-12-30,2099-12-31,
19127922,{28 (norethindrone 0.35 MG Oral Tablet) } Pack [Camila 28 Day],Drug,RxNorm,Branded Pack,S,748962,2007-12-30,2099-12-31,
19128009,{7 (ethinyl estradiol 0.01 MG Oral Tablet) / 84 (ethinyl estradiol 0.03 MG / levonorgestrel 0.15 MG Oral Tablet) } Pack [Seasonique],Drug,RxNorm,Branded Pack,S,749762,2007-12-30,2099-12-31,
19128022,{7 (ethinyl estradiol 0.035 MG / norgestimate 0.18 MG Oral Tablet) / 7 (ethinyl estradiol 0.035 MG / norgestimate 0.215 MG Oral Tablet) / 7 (ethinyl estradiol 0.035 MG / norgestimate 0.25 MG Oral Tablet) / 7 (inert ingredients 1 MG Oral Tablet) } Pack...,Drug,RxNorm,Branded Pack,S,749785,2007-12-30,2099-12-31,
19128065,{7 (inert ingredients 1 MG Oral Tablet) / 21 (mestranol 0.05 MG / norethindrone 1 MG Oral Tablet) } Pack [Norinyl 1+50 28 Day],Drug,RxNorm,Branded Pack,S,749882,2007-12-30,2099-12-31,
