ancestor_concept_id	descendant_concept_id	min_levels_of_separation	max_levels_of_separation
4241958	705163	4	4
4267861	705163	4	4
4282006	705163	4	5
4289602	705163	6	6
4309827	705163	5	6
37157694	705163	5	5
40481827	705163	8	11
75865	705164	2	2
441840	705164	3	7
705164	705164	0	0
4024000	705164	3	3
4028071	705164	5	5
4041285	705164	4	4
4117930	705164	6	6
4171379	705164	3	3
4180628	705164	4	4
4196732	705164	2	2
4274025	705164	5	6
4319447	705164	1	1
37311677	705164	4	4
37311678	705164	5	5
201603	705165	3	3
255919	705165	7	8
435569	705165	4	4
441329	705165	1	1
441840	705165	4	10
705165	705165	0	0
4022570	705165	4	4
4042502	705165	4	4
4042836	705165	5	5
4122115	705165	2	2
4132462	705165	3	3
4179873	705165	2	2
4180628	705165	5	8
4182161	705165	5	6
4198525	705165	5	5
4201745	705165	4	7
4247371	705165	6	7
4274025	705165	3	9
4297887	705165	3	3
4302537	705165	5	8
4307122	705165	5	5
4309188	705165	6	6
252662	705166	4	4
319138	705166	5	5
320136	705166	5	6
435244	705166	6	6
440508	705166	6	6
441406	705166	6	7
441840	705166	6	9
443913	705166	2	2
444110	705166	3	3
619233	705166	2	2
705166	705166	0	0
4010275	705166	2	2
4024567	705166	5	7
4027553	705166	4	5
4046112	705166	3	3
4079975	705166	5	5
4115259	705166	4	5
4116776	705166	4	4
4173657	705166	4	4
4180628	705166	6	7
4274025	705166	7	8
4322037	705166	1	1
37208339	705166	3	3
280	284	2	2
280	281	1	1
280	283	2	2
280	282	2	2
280	280	0	0
280	281	1	1
281	281	0	0
281	284	1	1
281	283	1	1
281	282	1	1
280	282	2	2
281	282	1	1
282	282	0	0
280	283	2	2
281	283	1	1
283	283	0	0
280	284	2	2
281	284	1	1
284	284	0	0
581504	581504	0	0
581505	581505	0	0
581506	581506	0	0
581507	581507	0	0
581508	581508	0	0
274	274	0	0
275	275	0	0
276	276	0	0
277	277	0	0
278	278	0	0
32809	32809	0	0
32810	32812	1	1
32810	32813	1	1
32810	32811	1	1
32810	32810	0	0
32810	32811	1	1
32811	32811	0	0
32810	32812	1	1
32812	32812	0	0
32810	32813	1	1
32813	32813	0	0
32203	32203	0	0
32204	32204	0	0
32205	32205	0	0
32206	32206	0	0
32207	32207	0	0
8478	8478	0	0
8479	8479	0	0
8480	8480	0	0
8482	8482	0	0
702837	35809411	3	3
702837	702837	0	0
702837	35809408	4	4
702837	35809409	3	3
702837	35809408	4	4
35809408	35809408	0	0
35809409	35809408	1	1
35809555	35809408	2	2
35809678	35809408	3	3
702837	35809409	3	3
35809409	35809408	1	1
35809409	35809409	0	0
35809555	35809409	1	1
35809678	35809409	2	2
35809410	35809410	0	0
702837	35809411	3	3
35809411	35809411	0	0
35809417	35809411	2	2
35809609	35809411	1	1
42046186	42084626	1	1
42084626	42084626	0	0
42084626	42084630	1	1
42046186	42084627	1	1
42084627	42084627	0	0
42046186	42084628	1	1
42084628	42084628	0	0
42046186	42084629	1	1
42084629	42084629	0	0
42046186	42084630	2	2
42084626	42084630	1	1
42084630	42084630	0	0
262	262	0	0
9201	9201	0	0
9202	9202	0	0
9202	5084	2	2
9203	9203	0	0
32036	32036	0	0
581513	1125315	0	0
715871	1125315	1	1
1125315	42715927	3	3
1125315	36246691	1	1
